"geo";"TIME_PERIOD";"values";"indicator"
"AT";2014-01-01;7127.6;"INTRA_EXP"
"AT";2014-02-01;7105.1;"INTRA_EXP"
"AT";2014-03-01;8153;"INTRA_EXP"
"AT";2014-04-01;7750.9;"INTRA_EXP"
"AT";2014-05-01;7385;"INTRA_EXP"
"AT";2014-06-01;7316;"INTRA_EXP"
"AT";2014-07-01;7791.5;"INTRA_EXP"
"AT";2014-08-01;6064.1;"INTRA_EXP"
"AT";2014-09-01;7970.5;"INTRA_EXP"
"AT";2014-10-01;8298.2;"INTRA_EXP"
"AT";2014-11-01;8056.3;"INTRA_EXP"
"AT";2014-12-01;6643.5;"INTRA_EXP"
"AT";2015-01-01;6968.7;"INTRA_EXP"
"AT";2015-02-01;7152.9;"INTRA_EXP"
"AT";2015-03-01;8289.3;"INTRA_EXP"
"AT";2015-04-01;7737.7;"INTRA_EXP"
"AT";2015-05-01;7152.1;"INTRA_EXP"
"AT";2015-06-01;8214.2;"INTRA_EXP"
"AT";2015-07-01;8018.9;"INTRA_EXP"
"AT";2015-08-01;6570.4;"INTRA_EXP"
"AT";2015-09-01;8175.5;"INTRA_EXP"
"AT";2015-10-01;8182.8;"INTRA_EXP"
"AT";2015-11-01;8626.2;"INTRA_EXP"
"AT";2015-12-01;7087.9;"INTRA_EXP"
"AT";2016-01-01;6950.8;"INTRA_EXP"
"AT";2016-02-01;7729.7;"INTRA_EXP"
"AT";2016-03-01;8244.1;"INTRA_EXP"
"AT";2016-04-01;8000.9;"INTRA_EXP"
"AT";2016-05-01;7508.6;"INTRA_EXP"
"AT";2016-06-01;8360.6;"INTRA_EXP"
"AT";2016-07-01;7382.3;"INTRA_EXP"
"AT";2016-08-01;6955.3;"INTRA_EXP"
"AT";2016-09-01;8183.8;"INTRA_EXP"
"AT";2016-10-01;7842;"INTRA_EXP"
"AT";2016-11-01;8500.2;"INTRA_EXP"
"AT";2016-12-01;7175.1;"INTRA_EXP"
"AT";2017-01-01;8625.4;"INTRA_EXP"
"AT";2017-02-01;8016.5;"INTRA_EXP"
"AT";2017-03-01;9135.1;"INTRA_EXP"
"AT";2017-04-01;7923.1;"INTRA_EXP"
"AT";2017-05-01;8893;"INTRA_EXP"
"AT";2017-06-01;8323.3;"INTRA_EXP"
"AT";2017-07-01;8236.7;"INTRA_EXP"
"AT";2017-08-01;7661.9;"INTRA_EXP"
"AT";2017-09-01;8788.9;"INTRA_EXP"
"AT";2017-10-01;9426.8;"INTRA_EXP"
"AT";2017-11-01;9464.8;"INTRA_EXP"
"AT";2017-12-01;7354.7;"INTRA_EXP"
"AT";2018-01-01;8746.6;"INTRA_EXP"
"AT";2018-02-01;8530.6;"INTRA_EXP"
"AT";2018-03-01;9958.9;"INTRA_EXP"
"AT";2018-04-01;8909.1;"INTRA_EXP"
"AT";2018-05-01;8895.7;"INTRA_EXP"
"AT";2018-06-01;9420.2;"INTRA_EXP"
"AT";2018-07-01;9006.4;"INTRA_EXP"
"AT";2018-08-01;7987.2;"INTRA_EXP"
"AT";2018-09-01;8812;"INTRA_EXP"
"AT";2018-10-01;9984.7;"INTRA_EXP"
"AT";2018-11-01;9614.5;"INTRA_EXP"
"AT";2018-12-01;7486.6;"INTRA_EXP"
"AT";2019-01-01;9120.8;"INTRA_EXP"
"AT";2019-02-01;9325.4;"INTRA_EXP"
"AT";2019-03-01;9633.4;"INTRA_EXP"
"AT";2019-04-01;9173.3;"INTRA_EXP"
"AT";2019-05-01;9372.8;"INTRA_EXP"
"AT";2019-06-01;8679.9;"INTRA_EXP"
"AT";2019-07-01;9454.4;"INTRA_EXP"
"AT";2019-08-01;7641.2;"INTRA_EXP"
"AT";2019-09-01;9256.8;"INTRA_EXP"
"AT";2019-10-01;10145.5;"INTRA_EXP"
"AT";2019-11-01;9037.7;"INTRA_EXP"
"AT";2019-12-01;7467.1;"INTRA_EXP"
"AT";2020-01-01;8814.1;"INTRA_EXP"
"AT";2020-02-01;8799.7;"INTRA_EXP"
"AT";2020-03-01;9449.7;"INTRA_EXP"
"AT";2020-04-01;7097.7;"INTRA_EXP"
"AT";2020-05-01;7038.9;"INTRA_EXP"
"AT";2020-06-01;8319.5;"INTRA_EXP"
"AT";2020-07-01;8926.9;"INTRA_EXP"
"AT";2020-08-01;7474.2;"INTRA_EXP"
"AT";2020-09-01;9220.8;"INTRA_EXP"
"AT";2020-10-01;9372.3;"INTRA_EXP"
"AT";2020-11-01;9454;"INTRA_EXP"
"AT";2020-12-01;7850;"INTRA_EXP"
"AT";2021-01-01;8325.1;"INTRA_EXP"
"AT";2021-02-01;8991.7;"INTRA_EXP"
"AT";2021-03-01;10988.8;"INTRA_EXP"
"AT";2021-04-01;9812.7;"INTRA_EXP"
"AT";2021-05-01;9568.4;"INTRA_EXP"
"AT";2021-06-01;10200.4;"INTRA_EXP"
"AT";2021-07-01;9978;"INTRA_EXP"
"AT";2021-08-01;8665.6;"INTRA_EXP"
"AT";2021-09-01;10671.1;"INTRA_EXP"
"AT";2021-10-01;10229.7;"INTRA_EXP"
"AT";2021-11-01;11327.9;"INTRA_EXP"
"AT";2021-12-01;9779.9;"INTRA_EXP"
"AT";2022-01-01;10516.1;"INTRA_EXP"
"AT";2022-02-01;10981.8;"INTRA_EXP"
"AT";2022-03-01;13046.5;"INTRA_EXP"
"AT";2022-04-01;11355;"INTRA_EXP"
"AT";2022-05-01;12234.7;"INTRA_EXP"
"AT";2022-06-01;12009.8;"INTRA_EXP"
"AT";2022-07-01;11164.2;"INTRA_EXP"
"AT";2022-08-01;10523.8;"INTRA_EXP"
"AT";2022-09-01;12822.2;"INTRA_EXP"
"AT";2022-10-01;12080.8;"INTRA_EXP"
"AT";2022-11-01;13064.6;"INTRA_EXP"
"AT";2022-12-01;10460.9;"INTRA_EXP"
"AT";2023-01-01;11646.1;"INTRA_EXP"
"AT";2023-02-01;11601.9;"INTRA_EXP"
"AT";2023-03-01;14565.7;"INTRA_EXP"
"AT";2023-04-01;12002.2;"INTRA_EXP"
"AT";2023-05-01;12192.6;"INTRA_EXP"
"AT";2023-06-01;12202.2;"INTRA_EXP"
"AT";2023-07-01;11314;"INTRA_EXP"
"AT";2023-08-01;10176.3;"INTRA_EXP"
"AT";2023-09-01;11752.4;"INTRA_EXP"
"AT";2023-10-01;12689.3;"INTRA_EXP"
"AT";2023-11-01;14044.1;"INTRA_EXP"
"AT";2023-12-01;9608.4;"INTRA_EXP"
"AT";2024-01-01;11243.4;"INTRA_EXP"
"AT";2024-02-01;11708.9;"INTRA_EXP"
"AT";2024-03-01;11599.1;"INTRA_EXP"
"AT";2024-04-01;11491;"INTRA_EXP"
"AT";2024-05-01;10905.3;"INTRA_EXP"
"AT";2024-06-01;11562.9;"INTRA_EXP"
"AT";2024-07-01;12037.7;"INTRA_EXP"
"AT";2024-08-01;9400;"INTRA_EXP"
"AT";2024-09-01;11459.3;"INTRA_EXP"
"AT";2024-10-01;12706.8;"INTRA_EXP"
"BE";2014-01-01;18710.4;"INTRA_EXP"
"BE";2014-02-01;17842.7;"INTRA_EXP"
"BE";2014-03-01;19471.7;"INTRA_EXP"
"BE";2014-04-01;18887.4;"INTRA_EXP"
"BE";2014-05-01;18227.6;"INTRA_EXP"
"BE";2014-06-01;18535.4;"INTRA_EXP"
"BE";2014-07-01;18388.7;"INTRA_EXP"
"BE";2014-08-01;16365.8;"INTRA_EXP"
"BE";2014-09-01;20158.3;"INTRA_EXP"
"BE";2014-10-01;20236.6;"INTRA_EXP"
"BE";2014-11-01;18019;"INTRA_EXP"
"BE";2014-12-01;16294.9;"INTRA_EXP"
"BE";2015-01-01;17578.5;"INTRA_EXP"
"BE";2015-02-01;18010.3;"INTRA_EXP"
"BE";2015-03-01;20117.8;"INTRA_EXP"
"BE";2015-04-01;19238.1;"INTRA_EXP"
"BE";2015-05-01;17867.5;"INTRA_EXP"
"BE";2015-06-01;20464.9;"INTRA_EXP"
"BE";2015-07-01;19101.5;"INTRA_EXP"
"BE";2015-08-01;16598.2;"INTRA_EXP"
"BE";2015-09-01;19932.6;"INTRA_EXP"
"BE";2015-10-01;19755.6;"INTRA_EXP"
"BE";2015-11-01;18538.3;"INTRA_EXP"
"BE";2015-12-01;17796.9;"INTRA_EXP"
"BE";2016-01-01;18570.6;"INTRA_EXP"
"BE";2016-02-01;18709.2;"INTRA_EXP"
"BE";2016-03-01;19970.5;"INTRA_EXP"
"BE";2016-04-01;18723.5;"INTRA_EXP"
"BE";2016-05-01;18357.3;"INTRA_EXP"
"BE";2016-06-01;20325.7;"INTRA_EXP"
"BE";2016-07-01;17841.6;"INTRA_EXP"
"BE";2016-08-01;17565.9;"INTRA_EXP"
"BE";2016-09-01;19332.5;"INTRA_EXP"
"BE";2016-10-01;19383.6;"INTRA_EXP"
"BE";2016-11-01;20001.9;"INTRA_EXP"
"BE";2016-12-01;18384.7;"INTRA_EXP"
"BE";2017-01-01;19279;"INTRA_EXP"
"BE";2017-02-01;19336.9;"INTRA_EXP"
"BE";2017-03-01;23243.5;"INTRA_EXP"
"BE";2017-04-01;19085.1;"INTRA_EXP"
"BE";2017-05-01;21278.2;"INTRA_EXP"
"BE";2017-06-01;21085.8;"INTRA_EXP"
"BE";2017-07-01;19386.6;"INTRA_EXP"
"BE";2017-08-01;19004.1;"INTRA_EXP"
"BE";2017-09-01;20155.7;"INTRA_EXP"
"BE";2017-10-01;21322.5;"INTRA_EXP"
"BE";2017-11-01;21567.3;"INTRA_EXP"
"BE";2017-12-01;18887.9;"INTRA_EXP"
"BE";2018-01-01;22289.1;"INTRA_EXP"
"BE";2018-02-01;20275.5;"INTRA_EXP"
"BE";2018-03-01;22659.9;"INTRA_EXP"
"BE";2018-04-01;20638.2;"INTRA_EXP"
"BE";2018-05-01;21404.4;"INTRA_EXP"
"BE";2018-06-01;22869.6;"INTRA_EXP"
"BE";2018-07-01;21948.4;"INTRA_EXP"
"BE";2018-08-01;19855.9;"INTRA_EXP"
"BE";2018-09-01;21402.6;"INTRA_EXP"
"BE";2018-10-01;23407.6;"INTRA_EXP"
"BE";2018-11-01;22430.2;"INTRA_EXP"
"BE";2018-12-01;18856.5;"INTRA_EXP"
"BE";2019-01-01;22359.8;"INTRA_EXP"
"BE";2019-02-01;21283.1;"INTRA_EXP"
"BE";2019-03-01;22437.8;"INTRA_EXP"
"BE";2019-04-01;22326.9;"INTRA_EXP"
"BE";2019-05-01;23331.5;"INTRA_EXP"
"BE";2019-06-01;21781.4;"INTRA_EXP"
"BE";2019-07-01;21963.4;"INTRA_EXP"
"BE";2019-08-01;18763.3;"INTRA_EXP"
"BE";2019-09-01;21751.6;"INTRA_EXP"
"BE";2019-10-01;23049.7;"INTRA_EXP"
"BE";2019-11-01;21891.4;"INTRA_EXP"
"BE";2019-12-01;19440.9;"INTRA_EXP"
"BE";2020-01-01;22885;"INTRA_EXP"
"BE";2020-02-01;21270.7;"INTRA_EXP"
"BE";2020-03-01;21416.6;"INTRA_EXP"
"BE";2020-04-01;16087.5;"INTRA_EXP"
"BE";2020-05-01;17023.2;"INTRA_EXP"
"BE";2020-06-01;20544.1;"INTRA_EXP"
"BE";2020-07-01;19619.4;"INTRA_EXP"
"BE";2020-08-01;18315;"INTRA_EXP"
"BE";2020-09-01;21003.2;"INTRA_EXP"
"BE";2020-10-01;21536.2;"INTRA_EXP"
"BE";2020-11-01;20437.4;"INTRA_EXP"
"BE";2020-12-01;20082.3;"INTRA_EXP"
"BE";2021-01-01;21267.4;"INTRA_EXP"
"BE";2021-02-01;20846;"INTRA_EXP"
"BE";2021-03-01;27099.3;"INTRA_EXP"
"BE";2021-04-01;25037.5;"INTRA_EXP"
"BE";2021-05-01;24588.8;"INTRA_EXP"
"BE";2021-06-01;28590.1;"INTRA_EXP"
"BE";2021-07-01;25579.4;"INTRA_EXP"
"BE";2021-08-01;24023.5;"INTRA_EXP"
"BE";2021-09-01;27640.2;"INTRA_EXP"
"BE";2021-10-01;29606;"INTRA_EXP"
"BE";2021-11-01;29230.9;"INTRA_EXP"
"BE";2021-12-01;29106.6;"INTRA_EXP"
"BE";2022-01-01;29276.6;"INTRA_EXP"
"BE";2022-02-01;29147.9;"INTRA_EXP"
"BE";2022-03-01;36641.9;"INTRA_EXP"
"BE";2022-04-01;31956.9;"INTRA_EXP"
"BE";2022-05-01;34836.4;"INTRA_EXP"
"BE";2022-06-01;34440.3;"INTRA_EXP"
"BE";2022-07-01;34203;"INTRA_EXP"
"BE";2022-08-01;35204.1;"INTRA_EXP"
"BE";2022-09-01;39074.3;"INTRA_EXP"
"BE";2022-10-01;33959.1;"INTRA_EXP"
"BE";2022-11-01;33599.9;"INTRA_EXP"
"BE";2022-12-01;32942.7;"INTRA_EXP"
"BE";2023-01-01;31730.7;"INTRA_EXP"
"BE";2023-02-01;30338;"INTRA_EXP"
"BE";2023-03-01;33228.9;"INTRA_EXP"
"BE";2023-04-01;29397.2;"INTRA_EXP"
"BE";2023-05-01;30110.7;"INTRA_EXP"
"BE";2023-06-01;30536.1;"INTRA_EXP"
"BE";2023-07-01;28195.8;"INTRA_EXP"
"BE";2023-08-01;26491.9;"INTRA_EXP"
"BE";2023-09-01;27965.4;"INTRA_EXP"
"BE";2023-10-01;29095.2;"INTRA_EXP"
"BE";2023-11-01;29293.3;"INTRA_EXP"
"BE";2023-12-01;24689;"INTRA_EXP"
"BE";2024-01-01;27309.6;"INTRA_EXP"
"BE";2024-02-01;26800;"INTRA_EXP"
"BE";2024-03-01;28794.2;"INTRA_EXP"
"BE";2024-04-01;28797.2;"INTRA_EXP"
"BE";2024-05-01;28161.9;"INTRA_EXP"
"BE";2024-06-01;27433.8;"INTRA_EXP"
"BE";2024-07-01;28848.9;"INTRA_EXP"
"BE";2024-08-01;23785.7;"INTRA_EXP"
"BE";2024-09-01;28683.8;"INTRA_EXP"
"BE";2024-10-01;28349.3;"INTRA_EXP"
"BG";2014-01-01;971.9;"INTRA_EXP"
"BG";2014-02-01;989.7;"INTRA_EXP"
"BG";2014-03-01;1072.9;"INTRA_EXP"
"BG";2014-04-01;1046.4;"INTRA_EXP"
"BG";2014-05-01;1016.1;"INTRA_EXP"
"BG";2014-06-01;1117;"INTRA_EXP"
"BG";2014-07-01;1302.5;"INTRA_EXP"
"BG";2014-08-01;1135.2;"INTRA_EXP"
"BG";2014-09-01;1172.1;"INTRA_EXP"
"BG";2014-10-01;1234.7;"INTRA_EXP"
"BG";2014-11-01;1200.3;"INTRA_EXP"
"BG";2014-12-01;1016.9;"INTRA_EXP"
"BG";2015-01-01;1135;"INTRA_EXP"
"BG";2015-02-01;1068;"INTRA_EXP"
"BG";2015-03-01;1191.7;"INTRA_EXP"
"BG";2015-04-01;1175.2;"INTRA_EXP"
"BG";2015-05-01;1129.2;"INTRA_EXP"
"BG";2015-06-01;1261.7;"INTRA_EXP"
"BG";2015-07-01;1297.9;"INTRA_EXP"
"BG";2015-08-01;1213.6;"INTRA_EXP"
"BG";2015-09-01;1211.3;"INTRA_EXP"
"BG";2015-10-01;1313.2;"INTRA_EXP"
"BG";2015-11-01;1209.3;"INTRA_EXP"
"BG";2015-12-01;1060.8;"INTRA_EXP"
"BG";2016-01-01;1108.2;"INTRA_EXP"
"BG";2016-02-01;1122.6;"INTRA_EXP"
"BG";2016-03-01;1235;"INTRA_EXP"
"BG";2016-04-01;1249.9;"INTRA_EXP"
"BG";2016-05-01;1180.6;"INTRA_EXP"
"BG";2016-06-01;1327.9;"INTRA_EXP"
"BG";2016-07-01;1393.2;"INTRA_EXP"
"BG";2016-08-01;1323.9;"INTRA_EXP"
"BG";2016-09-01;1403.9;"INTRA_EXP"
"BG";2016-10-01;1426.1;"INTRA_EXP"
"BG";2016-11-01;1367.9;"INTRA_EXP"
"BG";2016-12-01;1200.6;"INTRA_EXP"
"BG";2017-01-01;1197.2;"INTRA_EXP"
"BG";2017-02-01;1240.5;"INTRA_EXP"
"BG";2017-03-01;1459.6;"INTRA_EXP"
"BG";2017-04-01;1232.6;"INTRA_EXP"
"BG";2017-05-01;1412.6;"INTRA_EXP"
"BG";2017-06-01;1509.4;"INTRA_EXP"
"BG";2017-07-01;1551.7;"INTRA_EXP"
"BG";2017-08-01;1443.1;"INTRA_EXP"
"BG";2017-09-01;1552.5;"INTRA_EXP"
"BG";2017-10-01;1589.8;"INTRA_EXP"
"BG";2017-11-01;1581.6;"INTRA_EXP"
"BG";2017-12-01;1242.5;"INTRA_EXP"
"BG";2018-01-01;1530.6;"INTRA_EXP"
"BG";2018-02-01;1326.1;"INTRA_EXP"
"BG";2018-03-01;1572.1;"INTRA_EXP"
"BG";2018-04-01;1432.6;"INTRA_EXP"
"BG";2018-05-01;1486.6;"INTRA_EXP"
"BG";2018-06-01;1581.6;"INTRA_EXP"
"BG";2018-07-01;1727;"INTRA_EXP"
"BG";2018-08-01;1618;"INTRA_EXP"
"BG";2018-09-01;1591.2;"INTRA_EXP"
"BG";2018-10-01;1706.5;"INTRA_EXP"
"BG";2018-11-01;1687;"INTRA_EXP"
"BG";2018-12-01;1320.2;"INTRA_EXP"
"BG";2019-01-01;1565.8;"INTRA_EXP"
"BG";2019-02-01;1559.6;"INTRA_EXP"
"BG";2019-03-01;1619;"INTRA_EXP"
"BG";2019-04-01;1556.4;"INTRA_EXP"
"BG";2019-05-01;1575.8;"INTRA_EXP"
"BG";2019-06-01;1511.6;"INTRA_EXP"
"BG";2019-07-01;1789.9;"INTRA_EXP"
"BG";2019-08-01;1565.4;"INTRA_EXP"
"BG";2019-09-01;1589.4;"INTRA_EXP"
"BG";2019-10-01;1787.5;"INTRA_EXP"
"BG";2019-11-01;1741.5;"INTRA_EXP"
"BG";2019-12-01;1253.8;"INTRA_EXP"
"BG";2020-01-01;1640.2;"INTRA_EXP"
"BG";2020-02-01;1623.2;"INTRA_EXP"
"BG";2020-03-01;1474.3;"INTRA_EXP"
"BG";2020-04-01;1250.1;"INTRA_EXP"
"BG";2020-05-01;1308.1;"INTRA_EXP"
"BG";2020-06-01;1513.3;"INTRA_EXP"
"BG";2020-07-01;1686.9;"INTRA_EXP"
"BG";2020-08-01;1429.2;"INTRA_EXP"
"BG";2020-09-01;1624.9;"INTRA_EXP"
"BG";2020-10-01;1700;"INTRA_EXP"
"BG";2020-11-01;1692.2;"INTRA_EXP"
"BG";2020-12-01;1385.4;"INTRA_EXP"
"BG";2021-01-01;1692.8;"INTRA_EXP"
"BG";2021-02-01;1696.5;"INTRA_EXP"
"BG";2021-03-01;1915.5;"INTRA_EXP"
"BG";2021-04-01;2013;"INTRA_EXP"
"BG";2021-05-01;1716.7;"INTRA_EXP"
"BG";2021-06-01;1938.3;"INTRA_EXP"
"BG";2021-07-01;1958.4;"INTRA_EXP"
"BG";2021-08-01;1808.3;"INTRA_EXP"
"BG";2021-09-01;2017.2;"INTRA_EXP"
"BG";2021-10-01;2158.6;"INTRA_EXP"
"BG";2021-11-01;2238.1;"INTRA_EXP"
"BG";2021-12-01;1993.5;"INTRA_EXP"
"BG";2022-01-01;2108.8;"INTRA_EXP"
"BG";2022-02-01;2184.4;"INTRA_EXP"
"BG";2022-03-01;2774.3;"INTRA_EXP"
"BG";2022-04-01;2628.6;"INTRA_EXP"
"BG";2022-05-01;2855.2;"INTRA_EXP"
"BG";2022-06-01;2788.5;"INTRA_EXP"
"BG";2022-07-01;2692.8;"INTRA_EXP"
"BG";2022-08-01;2513.1;"INTRA_EXP"
"BG";2022-09-01;2717;"INTRA_EXP"
"BG";2022-10-01;2784.1;"INTRA_EXP"
"BG";2022-11-01;2768.6;"INTRA_EXP"
"BG";2022-12-01;2161.1;"INTRA_EXP"
"BG";2023-01-01;2519.9;"INTRA_EXP"
"BG";2023-02-01;2355.7;"INTRA_EXP"
"BG";2023-03-01;2591.3;"INTRA_EXP"
"BG";2023-04-01;2185.1;"INTRA_EXP"
"BG";2023-05-01;2419.9;"INTRA_EXP"
"BG";2023-06-01;2416.7;"INTRA_EXP"
"BG";2023-07-01;2447.8;"INTRA_EXP"
"BG";2023-08-01;2244;"INTRA_EXP"
"BG";2023-09-01;2337.3;"INTRA_EXP"
"BG";2023-10-01;2346.7;"INTRA_EXP"
"BG";2023-11-01;2301.4;"INTRA_EXP"
"BG";2023-12-01;1984.1;"INTRA_EXP"
"BG";2024-01-01;2087.1;"INTRA_EXP"
"BG";2024-02-01;2168.7;"INTRA_EXP"
"BG";2024-03-01;2339.5;"INTRA_EXP"
"BG";2024-04-01;2439;"INTRA_EXP"
"BG";2024-05-01;2295.6;"INTRA_EXP"
"BG";2024-06-01;2407.3;"INTRA_EXP"
"BG";2024-07-01;2580.8;"INTRA_EXP"
"BG";2024-08-01;2187.7;"INTRA_EXP"
"BG";2024-09-01;2221.3;"INTRA_EXP"
"BG";2024-10-01;2517.4;"INTRA_EXP"
"CY";2014-01-01;71.4;"INTRA_EXP"
"CY";2014-02-01;49.6;"INTRA_EXP"
"CY";2014-03-01;69.1;"INTRA_EXP"
"CY";2014-04-01;81.3;"INTRA_EXP"
"CY";2014-05-01;67.5;"INTRA_EXP"
"CY";2014-06-01;95.3;"INTRA_EXP"
"CY";2014-07-01;244.8;"INTRA_EXP"
"CY";2014-08-01;118.4;"INTRA_EXP"
"CY";2014-09-01;50.7;"INTRA_EXP"
"CY";2014-10-01;75.2;"INTRA_EXP"
"CY";2014-11-01;61.9;"INTRA_EXP"
"CY";2014-12-01;41.4;"INTRA_EXP"
"CY";2015-01-01;227.7;"INTRA_EXP"
"CY";2015-02-01;126.5;"INTRA_EXP"
"CY";2015-03-01;109.6;"INTRA_EXP"
"CY";2015-04-01;61.7;"INTRA_EXP"
"CY";2015-05-01;81.6;"INTRA_EXP"
"CY";2015-06-01;97.2;"INTRA_EXP"
"CY";2015-07-01;101.5;"INTRA_EXP"
"CY";2015-08-01;59.8;"INTRA_EXP"
"CY";2015-09-01;107.4;"INTRA_EXP"
"CY";2015-10-01;45.4;"INTRA_EXP"
"CY";2015-11-01;62.1;"INTRA_EXP"
"CY";2015-12-01;100.8;"INTRA_EXP"
"CY";2016-01-01;217.4;"INTRA_EXP"
"CY";2016-02-01;115.7;"INTRA_EXP"
"CY";2016-03-01;53.3;"INTRA_EXP"
"CY";2016-04-01;78.9;"INTRA_EXP"
"CY";2016-05-01;63.5;"INTRA_EXP"
"CY";2016-06-01;91.3;"INTRA_EXP"
"CY";2016-07-01;59.6;"INTRA_EXP"
"CY";2016-08-01;46.5;"INTRA_EXP"
"CY";2016-09-01;54.2;"INTRA_EXP"
"CY";2016-10-01;80.3;"INTRA_EXP"
"CY";2016-11-01;61.9;"INTRA_EXP"
"CY";2016-12-01;58.1;"INTRA_EXP"
"CY";2017-01-01;46.5;"INTRA_EXP"
"CY";2017-02-01;53.5;"INTRA_EXP"
"CY";2017-03-01;79.8;"INTRA_EXP"
"CY";2017-04-01;81.9;"INTRA_EXP"
"CY";2017-05-01;91.5;"INTRA_EXP"
"CY";2017-06-01;79.7;"INTRA_EXP"
"CY";2017-07-01;117.5;"INTRA_EXP"
"CY";2017-08-01;122.3;"INTRA_EXP"
"CY";2017-09-01;60.1;"INTRA_EXP"
"CY";2017-10-01;68.8;"INTRA_EXP"
"CY";2017-11-01;78;"INTRA_EXP"
"CY";2017-12-01;63.9;"INTRA_EXP"
"CY";2018-01-01;76.8;"INTRA_EXP"
"CY";2018-02-01;72.4;"INTRA_EXP"
"CY";2018-03-01;73.1;"INTRA_EXP"
"CY";2018-04-01;105.4;"INTRA_EXP"
"CY";2018-05-01;92.7;"INTRA_EXP"
"CY";2018-06-01;128.5;"INTRA_EXP"
"CY";2018-07-01;97.7;"INTRA_EXP"
"CY";2018-08-01;63.4;"INTRA_EXP"
"CY";2018-09-01;68.9;"INTRA_EXP"
"CY";2018-10-01;170.3;"INTRA_EXP"
"CY";2018-11-01;81;"INTRA_EXP"
"CY";2018-12-01;52.2;"INTRA_EXP"
"CY";2019-01-01;428.8;"INTRA_EXP"
"CY";2019-02-01;62.3;"INTRA_EXP"
"CY";2019-03-01;89.6;"INTRA_EXP"
"CY";2019-04-01;80.5;"INTRA_EXP"
"CY";2019-05-01;84.3;"INTRA_EXP"
"CY";2019-06-01;72.8;"INTRA_EXP"
"CY";2019-07-01;92.2;"INTRA_EXP"
"CY";2019-08-01;50.3;"INTRA_EXP"
"CY";2019-09-01;72.6;"INTRA_EXP"
"CY";2019-10-01;66;"INTRA_EXP"
"CY";2019-11-01;55.3;"INTRA_EXP"
"CY";2019-12-01;95.9;"INTRA_EXP"
"CY";2020-01-01;74.3;"INTRA_EXP"
"CY";2020-02-01;73.5;"INTRA_EXP"
"CY";2020-03-01;64.7;"INTRA_EXP"
"CY";2020-04-01;64.6;"INTRA_EXP"
"CY";2020-05-01;70.9;"INTRA_EXP"
"CY";2020-06-01;122.9;"INTRA_EXP"
"CY";2020-07-01;64.3;"INTRA_EXP"
"CY";2020-08-01;57.7;"INTRA_EXP"
"CY";2020-09-01;58;"INTRA_EXP"
"CY";2020-10-01;158.4;"INTRA_EXP"
"CY";2020-11-01;47;"INTRA_EXP"
"CY";2020-12-01;58.2;"INTRA_EXP"
"CY";2021-01-01;66.8;"INTRA_EXP"
"CY";2021-02-01;59.6;"INTRA_EXP"
"CY";2021-03-01;70.6;"INTRA_EXP"
"CY";2021-04-01;87.3;"INTRA_EXP"
"CY";2021-05-01;71.3;"INTRA_EXP"
"CY";2021-06-01;87.2;"INTRA_EXP"
"CY";2021-07-01;95.2;"INTRA_EXP"
"CY";2021-08-01;54.3;"INTRA_EXP"
"CY";2021-09-01;83.6;"INTRA_EXP"
"CY";2021-10-01;74.4;"INTRA_EXP"
"CY";2021-11-01;100.7;"INTRA_EXP"
"CY";2021-12-01;80.3;"INTRA_EXP"
"CY";2022-01-01;72.9;"INTRA_EXP"
"CY";2022-02-01;68.8;"INTRA_EXP"
"CY";2022-03-01;101.2;"INTRA_EXP"
"CY";2022-04-01;87.4;"INTRA_EXP"
"CY";2022-05-01;122.3;"INTRA_EXP"
"CY";2022-06-01;108.3;"INTRA_EXP"
"CY";2022-07-01;105;"INTRA_EXP"
"CY";2022-08-01;79.2;"INTRA_EXP"
"CY";2022-09-01;121.2;"INTRA_EXP"
"CY";2022-10-01;80.9;"INTRA_EXP"
"CY";2022-11-01;77.6;"INTRA_EXP"
"CY";2022-12-01;81.5;"INTRA_EXP"
"CY";2023-01-01;71.7;"INTRA_EXP"
"CY";2023-02-01;66;"INTRA_EXP"
"CY";2023-03-01;79.8;"INTRA_EXP"
"CY";2023-04-01;91;"INTRA_EXP"
"CY";2023-05-01;98.6;"INTRA_EXP"
"CY";2023-06-01;120.7;"INTRA_EXP"
"CY";2023-07-01;89.1;"INTRA_EXP"
"CY";2023-08-01;73.7;"INTRA_EXP"
"CY";2023-09-01;85.7;"INTRA_EXP"
"CY";2023-10-01;93.1;"INTRA_EXP"
"CY";2023-11-01;83.9;"INTRA_EXP"
"CY";2023-12-01;92.6;"INTRA_EXP"
"CY";2024-01-01;132.2;"INTRA_EXP"
"CY";2024-02-01;116;"INTRA_EXP"
"CY";2024-03-01;113.1;"INTRA_EXP"
"CY";2024-04-01;107.6;"INTRA_EXP"
"CY";2024-05-01;90.7;"INTRA_EXP"
"CY";2024-06-01;125.5;"INTRA_EXP"
"CY";2024-07-01;101.2;"INTRA_EXP"
"CY";2024-08-01;68.8;"INTRA_EXP"
"CY";2024-09-01;108.9;"INTRA_EXP"
"CY";2024-10-01;89.5;"INTRA_EXP"
"CZ";2014-01-01;8240.4;"INTRA_EXP"
"CZ";2014-02-01;8064.3;"INTRA_EXP"
"CZ";2014-03-01;8818.5;"INTRA_EXP"
"CZ";2014-04-01;8572;"INTRA_EXP"
"CZ";2014-05-01;8302.5;"INTRA_EXP"
